UniProtID	asa	psipred	pfam	gnomad	polyphen	sift	provean	provean_sift
P06681	1	0	1	1	1	0	0	0
O43772	0	1	1	1	1	1	1	0
P19526	0	1	1	1	1	1	1	0
P26439	0	1	1	1	1	0	0	0
P15313	0	1	1	1	1	1	1	0
P09936	1	1	1	1	1	1	1	0
P35968	1	1	1	1	1	1	1	0
P51451	0	0	1	1	1	1	1	0
P01375	1	1	1	1	1	0	0	0
P60174	1	1	1	1	1	1	1	0
P37275	0	1	1	1	1	1	1	0
P35625	1	1	1	1	1	1	1	0
P01222	0	1	1	1	1	0	0	0
P51580	1	0	1	1	1	1	1	0
P20963	1	1	1	1	1	1	1	0
P09693	1	1	1	1	1	1	1	0
O75056	0	0	1	1	1	1	1	0
Q15526	0	1	1	1	1	0	0	0
P16422	1	1	1	1	1	1	1	0
P08294	1	1	1	1	1	1	1	0
P48431	1	1	1	1	1	0	0	0
P35346	0	0	1	1	1	0	0	0
P13866	0	1	1	1	1	1	1	0
P31645	1	0	1	1	1	0	0	0
P35270	1	1	1	1	1	1	1	0
Q10981	0	1	1	1	1	0	0	0
P08708	1	1	1	1	1	1	1	0
Q05823	1	1	1	1	1	0	0	0
P49247	0	1	1	1	1	1	1	0
P02753	1	1	1	1	1	0	0	0
P35241	0	1	1	1	1	1	1	0
P11177	1	1	1	1	1	1	1	0
Q8IWL2	0	1	1	1	1	0	0	0
P06276	1	1	1	1	1	1	1	0
P00734	1	1	1	1	1	0	1	0
P07225	1	1	1	1	1	1	1	0
Q02750	1	1	1	1	1	1	1	0
Q05516	1	1	1	1	1	0	0	0
P04156	1	1	1	1	1	0	0	0
P22460	0	1	1	1	1	1	1	0
P11150	0	1	1	1	1	0	0	0
P01833	1	0	1	1	1	1	1	0
P14770	1	1	1	1	1	1	1	0
P16234	1	1	1	1	1	1	1	0
P05121	1	0	1	1	1	1	1	0
P00747	1	1	1	1	1	1	1	0
P78330	1	1	1	1	1	0	0	0
P15735	1	1	1	1	1	0	0	0
P06744	1	1	1	1	1	1	1	0
P69892	1	1	1	1	1	0	0	0
P24666	1	1	1	1	1	1	1	0
P21439	0	1	1	1	1	1	1	0
Q07869	1	0	1	1	1	0	0	0
P28288	0	0	1	1	1	0	0	0
P41219	0	0	1	1	1	1	1	0
Q03518	1	1	1	1	1	0	0	0
P27169	0	0	1	1	1	1	1	0
P12272	1	1	1	1	1	0	0	0
Q03431	1	1	1	1	1	0	0	0
P10721	1	1	1	1	1	1	1	0
Q13336	0	1	1	1	1	1	1	0
P28300	0	1	1	1	1	1	1	0
P31751	1	1	1	1	1	0	0	0
P00973	1	0	1	1	1	1	1	0
P41159	1	1	1	1	1	1	1	0
P37840	1	1	1	1	1	0	0	0
P34130	1	1	1	1	1	0	0	0
P01303	1	1	1	1	1	0	0	0
Q9UHF0	0	1	1	1	1	0	0	0
P07196	0	1	1	0	1	0	0	0
P01138	1	1	1	1	1	1	1	0
P41968	0	0	1	1	1	1	1	0
P11226	1	1	1	1	1	1	1	0
P21757	0	1	1	1	1	1	1	0
Q08397	0	0	1	1	1	1	1	0
P61626	1	1	1	1	1	1	1	0
P01374	1	0	1	1	1	0	0	0
Q9UJU2	0	0	1	1	1	1	1	0
P01229	0	1	1	1	1	1	1	0
P55268	0	1	1	1	1	0	0	0
P07195	1	0	1	1	1	0	0	0
Q04695	0	1	1	1	1	1	1	0
P05787	0	1	1	1	1	0	0	0
P12035	0	1	1	1	1	1	1	0
P06870	1	0	1	1	1	1	1	0
P08887	1	0	1	1	1	0	0	0
P24394	1	0	1	1	1	0	0	0
P10914	0	1	1	1	1	0	0	0
P38484	1	1	1	1	1	1	1	0
P16144	1	1	1	1	1	1	1	0
P00441	1	1	1	1	1	1	1	0
Q01362	0	0	1	1	1	1	1	0
Q13651	1	1	1	1	1	1	1	0
P08637	1	1	1	0	1	0	0	0
P51460	1	1	1	1	1	1	1	0
P12268	1	0	1	1	1	1	1	0
P35453	0	1	1	1	1	1	1	0
P28360	0	1	1	1	1	1	1	0
P09016	0	0	1	1	1	1	1	0
P04440	1	0	1	1	1	0	0	0
P02042	1	1	1	1	1	1	1	0
P00738	1	1	1	1	1	1	1	0
P04899	1	1	1	1	1	0	0	0
P11488	1	1	1	1	1	0	0	0
P36959	1	1	1	1	1	1	1	0
P01241	1	1	1	1	1	1	1	0
Q04760	1	0	1	1	1	1	1	0
P13224	1	1	1	1	1	1	1	0
P02749	1	1	1	1	1	1	1	0
P48167	0	1	1	1	1	0	0	0
P23415	1	1	1	1	1	0	0	0
P00751	1	1	1	1	1	0	0	0
P43304	0	1	1	1	1	0	0	0
P07203	1	1	1	1	1	0	0	0
P24298	0	1	1	1	1	0	0	0
P14672	0	0	1	1	1	1	1	0
O95479	0	1	1	1	1	1	1	0
P04150	1	1	1	1	1	0	0	0
P47871	1	1	1	1	1	1	1	0
P09758	0	1	1	1	1	1	1	0
P38435	0	1	1	1	1	1	1	0
O14764	0	0	1	1	1	1	1	0
P01225	1	1	1	1	1	0	0	0
P22455	1	1	1	1	1	0	0	0
P02679	1	1	1	1	1	1	1	0
P02675	1	1	1	1	1	1	1	0
P02671	1	1	1	1	1	1	1	0
P25445	1	1	1	1	1	0	0	0
P05160	0	1	1	1	1	1	1	0
P00746	1	0	1	1	1	1	1	0
P19447	1	1	1	1	1	1	1	0
P19235	1	1	1	1	1	1	1	0
P34913	1	0	1	1	1	0	0	0
P07099	0	0	1	1	1	0	0	0
P00533	1	1	1	1	1	1	1	0
P11678	0	0	1	1	1	1	1	0
P13929	1	1	1	1	1	0	0	0
P16581	1	0	1	1	1	1	1	0
P38117	1	1	1	1	1	1	1	0
P40879	0	1	1	1	1	1	1	0
P11388	1	0	1	1	1	1	1	0
P11387	1	1	1	1	1	1	1	0
Q02127	1	1	1	1	1	1	1	0
P15559	1	0	1	1	1	1	1	0
P24855	1	0	1	1	1	0	0	0
P13716	1	1	1	1	1	1	1	0
P14854	0	1	1	1	1	1	1	0
P19099	1	1	1	1	1	1	1	0
P10635	1	0	1	0	1	0	0	0
P99999	1	1	1	1	1	0	0	0
Q08334	1	0	1	1	1	1	1	0
Q14894	1	1	1	1	1	0	0	0
P22914	1	1	1	1	1	0	0	0
P07320	1	1	1	1	1	1	1	0
P07315	0	1	1	1	1	1	1	0
P26998	1	1	1	1	1	1	1	0
P02748	0	1	1	1	1	1	1	0
P15529	1	0	1	1	1	0	0	0
P01031	1	1	1	1	1	1	1	0
P09871	1	1	1	1	1	0	0	0
P43146	1	1	1	1	1	1	1	0
P14780	1	1	1	1	1	1	1	0
P08253	1	1	1	1	1	1	1	0
P25067	0	1	1	1	1	0	0	0
Q03692	1	1	1	1	1	0	0	0
P30532	0	0	1	1	1	1	1	0
P11597	1	1	1	1	1	1	1	0
P32238	1	1	1	1	1	1	1	0
P10809	1	1	1	1	1	0	0	0
P21964	1	0	1	1	1	0	0	0
P00915	1	1	1	1	1	0	0	0
Q9UMD9	0	1	1	1	1	1	1	0
P23560	1	0	1	1	1	0	0	0
Q14773	0	0	1	1	1	0	0	0
P21217	0	0	1	1	1	0	0	0
P23276	0	1	1	1	1	0	0	0
P04921	1	0	0	1	1	1	1	0
Q16570	1	1	0	1	1	0	0	0
P13945	0	0	1	1	1	1	1	0
P25942	1	1	1	1	1	0	0	0
Q01814	0	0	1	1	1	0	0	0
P18440	1	1	1	0	1	0	0	0
P11511	1	1	1	1	1	0	0	0
P41181	1	1	1	1	1	1	1	0
P02647	1	1	1	1	1	0	0	0
P29972	1	1	1	1	1	1	1	0
P02649	1	1	1	1	1	1	1	0
P02656	0	1	1	1	1	1	1	0
P15260	1	1	1	1	1	1	1	0
P01019	1	1	1	1	1	1	1	0
P05067	1	1	1	1	1	1	1	0
Q03154	1	1	1	1	1	1	1	0
Q07837	0	1	1	1	1	1	1	0
P00326	1	0	1	0	1	0	0	0
P02768	1	1	1	1	1	1	1	0
P12235	0	1	1	1	1	1	1	0
P00568	1	1	1	1	1	0	0	0
P23109	0	1	1	1	1	0	0	0
P07741	1	1	1	1	1	1	1	0
P50553	0	1	1	1	1	1	1	0
P05091	1	0	1	1	1	1	1	0
Q9H6I2	1	1	1	1	1	1	1	0
O43570	1	1	1	1	1	1	1	0
P48023	1	1	1	1	1	0	0	0
P04629	1	1	1	1	1	0	0	0
Q9UBD9	0	1	1	1	1	1	1	0
P09211	1	0	1	1	1	1	1	0
P55263	1	1	1	1	1	1	1	0
P16220	1	0	1	1	1	0	0	0
P20813	1	0	1	1	1	1	1	0
P00374	1	1	1	1	1	0	0	0
P21589	1	1	1	1	1	1	1	0
Q06210	1	1	1	1	1	1	1	0
P35568	1	1	1	1	1	1	1	0
P41221	0	1	1	1	1	0	0	0
P13686	1	1	1	1	1	0	0	0
P01730	1	1	1	1	1	1	1	0
P10827	1	1	1	1	1	0	0	0
P49448	0	1	1	1	1	1	1	0
P56178	1	1	1	1	1	1	1	0
P52895	1	1	1	1	1	0	0	0
Q15477	0	1	1	1	1	0	0	0
Q13825	1	1	1	1	1	0	0	0
P49286	0	0	1	1	1	1	1	0
P39877	0	0	1	1	1	1	1	0
Q13608	0	1	1	1	1	0	0	0
Q99720	1	1	1	1	1	1	1	0
P51178	0	1	1	1	1	1	1	0
Q9NP72	1	1	1	1	1	1	1	0
Q13618	1	1	1	1	1	1	1	0
O60928	0	1	1	1	1	0	0	0
Q14807	1	1	1	1	1	1	1	0
P51532	1	1	1	1	1	0	0	0
Q15726	0	1	1	1	1	1	1	0
Q9UNQ0	1	0	1	1	1	1	1	0
O95299	1	1	1	1	1	1	1	0
Q9UQQ2	0	1	1	1	1	1	1	0
Q9NR28	1	1	1	1	1	0	0	0
Q9NP58	1	1	1	1	1	1	1	0
Q9UBH0	1	1	1	1	1	0	0	0
Q9HCN6	1	1	1	1	1	0	0	0
Q9BT22	0	1	1	1	1	1	1	0
P56381	0	1	1	1	1	0	0	0
Q96PD4	1	1	1	1	1	1	1	0
Q9NWZ3	1	1	1	1	1	0	0	0
Q9Y375	0	1	1	1	1	1	1	0
Q8NET8	0	1	1	1	1	1	1	0
Q8TE60	0	1	1	1	1	1	1	0
Q9UK23	0	1	1	1	1	1	1	0
Q9BYE0	0	1	1	1	1	1	1	0
Q86X52	0	1	1	1	1	1	1	0
Q8TAD8	0	1	1	1	1	1	1	0
Q7RTS7	0	1	1	1	1	1	1	0
Q7Z3G6	0	0	1	1	1	0	0	0
Q8N8U9	0	1	1	1	1	0	0	0
Q5NUL3	0	0	1	1	1	0	0	0
Q9Y5U9	0	1	1	1	1	1	1	0
Q86SU0	0	1	1	1	1	0	0	0
Q9NZ01	0	1	1	1	1	1	1	1
Q8IVL5	0	1	1	1	1	1	1	0
Q96CG8	0	1	1	1	1	1	1	0
Q6XR72	0	1	1	1	1	0	0	0
Q96NT5	0	1	1	1	1	0	0	0
Q587J8	0	1	1	1	1	1	1	0
Q9BWP8	1	1	1	1	1	0	0	0
P05062	1	1	1	1	1	1	1	0
Q9NW15	0	1	1	1	1	1	1	0
P0CW18	0	1	1	1	1	0	0	0
Q86WW8	0	1	1	1	1	1	1	0
Q9NX62	0	1	1	1	1	1	1	0
O43167	0	1	1	1	1	1	1	0
Q9NQX1	0	1	1	1	1	1	1	0
Q8N9N2	0	1	1	1	1	0	0	0
O14802	0	1	1	1	1	1	1	0
Q9H694	1	0	1	1	1	1	1	0
Q9NSK7	0	1	0	1	1	0	0	0
Q6PJF5	0	1	1	1	1	1	1	0
Q96NL8	0	1	1	1	1	1	1	0
Q96I36	0	1	1	1	1	0	0	0
Q2YD98	1	1	1	1	1	0	0	0
P54826	0	0	1	1	1	1	1	0
P28845	1	1	1	1	1	0	0	0
Q96K19	0	1	1	1	1	0	0	0
P08754	1	1	1	1	1	1	1	0
Q15427	0	1	1	1	1	1	1	0
Q8WUU5	0	1	0	1	1	1	1	0
P61769	0	1	1	1	1	0	0	0
P78411	0	1	1	1	1	0	0	0
Q9Y6L6	0	1	1	1	1	1	1	0
Q9BT04	0	0	0	1	1	1	1	0
Q9Y2Z2	0	1	1	1	1	1	1	0
Q9HC07	0	1	1	1	1	1	1	0
P49918	0	1	1	1	1	1	1	0
O00755	1	1	1	1	1	1	1	0
Q13423	1	1	1	1	1	0	0	0
Q9Y5U8	0	1	1	1	1	1	1	0
P14653	1	1	1	1	1	1	1	0
P26006	0	1	1	1	1	0	0	0
O75326	1	0	1	1	1	1	1	0
P05026	0	0	1	1	1	0	0	0
O75052	0	0	1	1	1	1	1	0
Q5SQQ9	0	1	1	1	1	0	0	0
P07737	1	1	1	1	1	1	1	0
O14618	1	0	1	1	1	1	1	0
Q06330	1	1	1	1	1	0	0	0
Q9Y2M0	1	1	1	1	1	1	1	0
Q8IYM1	0	0	1	1	1	1	1	0
Q9BXR6	0	1	1	1	1	1	1	0
P98170	1	1	1	1	1	0	0	0
Q8IUC6	1	0	1	1	1	1	1	0
P13497	1	1	1	1	1	0	0	0
Q9BZH6	0	1	0	1	1	1	1	0
Q0VG99	0	1	1	1	1	1	1	0
P62304	1	1	1	1	1	1	1	0
Q9NPC4	0	0	1	1	1	0	0	0
Q3SXY7	0	1	1	1	1	0	0	0
O94777	0	1	1	1	1	1	1	0
Q9UL12	0	0	1	1	1	0	0	0
O15357	1	1	1	1	1	1	1	0
Q8IUZ5	0	1	1	1	1	1	1	0
O75762	1	1	1	1	1	1	1	0
O14841	0	1	1	1	1	0	0	0
Q86Y56	0	1	0	1	1	1	1	0
O75838	0	1	0	1	1	1	1	0
Q9ULV3	0	1	1	1	1	0	0	0
Q14563	0	0	1	1	1	0	0	0
Q8NEZ2	0	1	1	1	1	1	1	0
O14874	0	1	1	1	1	0	0	0
Q9NWS8	0	1	1	1	1	0	0	0
Q86X45	0	1	0	1	1	1	1	0
Q05707	0	0	1	1	1	1	1	0
O60936	1	1	1	1	1	0	0	0
P24386	0	1	1	1	1	1	1	0
O15247	1	1	1	1	1	1	1	0
A6NHR9	0	1	1	1	1	1	1	0
P42261	0	0	1	1	1	1	1	0
Q6JEL2	0	1	1	1	1	0	0	0
Q9Y5X0	1	1	1	1	1	0	0	0
Q9NYQ7	0	0	1	1	1	1	1	0
Q9NY47	0	1	1	1	1	0	0	0
Q9UQ13	0	0	1	1	1	0	0	0
P08581	1	1	1	1	1	0	0	0
Q13586	1	1	1	1	1	1	1	0
O15455	1	0	1	1	1	1	1	0
Q9NX18	0	1	1	1	1	1	1	0
Q8N726	0	0	1	0	1	1	1	0
Q9BX67	0	1	1	1	1	1	1	0
P17600	0	1	1	1	1	1	1	0
P02511	1	1	1	1	1	0	0	0
Q9HAV0	0	1	1	1	1	0	0	0
Q99622	0	1	1	1	1	0	0	0
Q9Y5H8	0	0	1	1	1	1	1	0
P14210	1	0	1	1	1	1	1	0
P42167	0	1	1	0	1	0	0	0
P35237	0	1	1	1	1	0	0	0
Q16619	0	0	0	1	1	1	1	0
P26678	1	1	1	1	1	1	1	0
O95677	0	1	1	1	1	0	0	0
Q8NEV4	0	1	1	1	1	1	1	0
Q6ISB3	1	1	1	1	1	1	1	0
Q9BPY8	0	0	1	1	1	0	0	0
P58743	0	1	1	1	1	1	1	0
Q96EB6	1	0	1	1	1	1	1	0
Q8WYR1	0	1	1	1	1	1	1	0
Q9H6B4	0	1	1	1	1	1	1	0
P04628	0	1	1	1	1	1	1	0
Q15928	0	0	1	1	1	1	1	0
Q9UHJ9	0	1	1	1	1	0	0	0
P52429	0	0	1	1	1	1	1	0
P50148	0	1	1	1	1	1	1	0
Q16828	1	1	1	1	1	1	1	0
O60258	0	1	1	1	1	1	1	0
Q9NZU0	1	1	1	1	1	0	0	0
Q9C004	1	1	1	1	1	1	1	0
Q96RN1	0	1	1	1	1	0	0	0
Q8WXI3	0	1	1	1	1	0	0	0
Q03933	1	0	1	1	1	1	1	0
P14868	1	1	1	1	1	1	1	0
Q8IYI6	0	0	1	1	1	1	1	0
Q5NDL2	0	1	1	1	1	0	0	0
Q969S9	0	1	1	1	1	0	0	0
Q8TD16	0	1	1	1	1	0	0	0
Q16740	1	1	1	1	1	1	1	0
Q719H9	1	0	1	1	1	0	0	0
Q5RI15	0	1	1	1	1	0	0	0
O75165	0	0	1	1	1	1	1	0
Q96PZ2	0	0	1	1	1	0	0	0
Q15797	1	0	1	1	1	0	0	0
O14649	0	1	1	1	1	1	1	0
P29992	0	1	1	1	1	1	1	0
Q15120	1	1	1	1	1	1	1	0
Q6XUX3	0	1	1	1	1	0	0	0
Q8WWQ2	0	1	1	1	1	0	0	0
Q68DC2	1	1	1	1	1	1	1	0
Q08881	1	1	1	1	1	1	1	0
P48048	0	0	1	1	1	0	0	0
Q9H9J2	1	1	0	1	1	1	1	0
Q15303	1	1	1	1	1	1	1	0
P08865	1	1	1	1	1	1	1	0
Q86W42	0	1	1	1	1	0	0	0
P22897	1	0	1	1	1	1	1	0
P13987	1	1	1	1	1	0	0	0
Q8WY41	1	0	1	1	1	1	1	0
O60282	0	1	1	1	1	1	1	0
Q9NZ71	0	1	1	1	1	0	0	0
P22626	1	1	1	1	1	0	0	0
Q96FG2	0	1	1	1	1	0	0	0
Q9Y2Y0	1	1	1	1	1	1	1	0
Q13976	1	1	1	1	1	0	0	0
P55064	1	1	1	1	1	1	1	0
O14793	1	1	1	1	1	1	1	0
O75800	0	1	1	1	1	1	1	0
Q5T2S8	0	1	1	1	1	1	1	0
O75581	1	1	1	1	1	1	1	0
O75792	1	1	1	1	1	1	1	0
Q01668	1	0	1	1	1	0	0	0
Q9UDY8	1	1	1	1	1	0	0	0
P20700	1	0	1	1	1	1	1	0
O00165	0	0	0	1	1	1	1	0
P02489	0	1	1	1	1	1	1	0
P05813	0	1	1	1	1	1	1	0
Q969H0	1	0	1	1	1	0	0	0
P01127	1	1	1	1	1	1	1	0
Q9C040	0	1	1	1	1	0	0	0
Q8WVS4	0	1	0	1	1	1	1	0
Q5T1V6	0	0	1	1	1	1	1	0
Q07617	0	1	1	1	1	0	0	0
Q96IJ6	0	1	1	1	1	0	0	0
Q13432	1	0	1	1	1	0	0	0
Q96MF2	1	1	1	1	1	1	1	0
O14672	1	1	1	1	1	1	1	0
Q9UL01	0	1	1	1	1	0	0	0
Q9H257	0	1	1	1	1	1	1	0
P16471	1	1	1	1	1	0	0	0
Q9Y2D2	0	1	1	1	1	0	0	0
O94986	1	1	0	1	1	0	0	0
Q96D53	0	1	1	1	1	0	0	0
Q9Y5C1	1	1	1	1	1	1	1	0
P17612	1	0	1	1	1	0	0	0
O60318	1	0	1	1	1	0	0	0
A6NGG8	0	1	1	1	1	1	1	0
Q12805	0	1	1	1	1	0	0	0
Q2M3X9	0	1	1	1	1	0	0	0
P15291	1	0	1	1	1	1	1	0
Q06787	1	1	1	1	1	0	0	0
P14314	0	1	1	1	1	0	0	0
P41225	0	1	1	1	1	1	1	0
Q13724	0	1	1	1	1	1	1	0
P78382	0	0	1	1	1	1	1	0
Q86UL8	0	1	1	1	1	1	1	0
Q6W2J9	1	0	1	1	1	0	0	0
Q8WTW3	0	1	1	1	1	1	1	0
Q96MW5	0	1	1	1	1	1	1	0
Q14693	0	1	1	0	1	1	1	0
P83436	0	0	1	1	1	1	1	0
Q6PEW1	0	0	1	1	1	1	1	0
Q9UFE4	0	1	0	1	1	1	1	0
Q6ZS82	0	1	0	1	1	1	1	0
P43489	1	1	1	1	1	1	1	0
Q15319	0	1	1	1	1	1	1	0
Q08426	0	1	1	1	1	1	1	0
O75558	0	1	1	1	1	1	1	0
Q9BRK0	0	1	1	1	1	1	1	0
Q9Y2V0	0	1	1	1	1	0	0	0
Q9P2K8	0	1	1	1	1	1	1	0
O95947	0	1	1	1	1	0	0	0
Q9UDR5	1	1	1	1	1	0	0	0
Q9UI47	0	1	1	1	1	1	1	0
P49585	0	1	1	1	1	0	0	0
P40818	1	1	1	1	1	0	0	0
Q96KR1	0	0	1	1	1	1	1	0
P38919	1	1	1	1	1	1	1	0
Q6NUT2	0	1	1	1	1	1	1	0
Q9UKP3	0	0	1	1	1	1	1	0
Q14031	0	1	1	1	1	0	0	0
P46977	0	1	1	1	1	0	0	0
Q9HD34	1	1	1	0	1	1	1	0
Q6SJ93	0	1	1	1	1	1	1	0
Q8IV08	0	0	1	1	1	0	0	0
Q6ZN30	0	1	1	1	1	1	1	0
P0DJ07	0	1	1	1	1	0	0	0
A6NNN8	0	1	1	1	1	1	1	0
Q96GX1	0	1	1	1	1	1	1	0
Q9NQ48	0	1	1	1	1	1	1	0
Q8TBB6	0	1	1	1	1	1	1	0
P53708	0	1	1	1	1	1	1	0
P48668	0	1	1	1	1	1	1	0
Q8NBL1	1	1	1	1	1	1	1	0
O15178	1	1	1	1	1	1	1	0
P33527	1	0	1	1	1	1	1	0
O75204	0	0	0	1	1	0	0	0
Q08629	0	1	1	1	1	1	1	0
Q9NZD8	0	1	1	1	1	0	0	0
P35218	0	1	1	1	1	1	1	0
P06239	1	1	1	1	1	0	0	0
O75694	0	1	1	1	1	1	1	0
Q9BZE0	0	1	1	1	1	0	0	0
Q14202	0	0	1	1	1	0	0	0
Q92826	1	0	1	1	1	1	1	0
Q6UWZ7	1	0	0	1	1	1	1	0
P24468	1	0	1	1	1	1	1	0
Q8N2K0	0	0	1	1	1	1	1	0
Q9UHK6	0	1	1	1	1	1	1	0
O43299	0	1	1	1	1	1	1	0
Q5H9S7	0	0	1	1	1	1	1	0
Q09013	1	1	1	1	1	1	1	0
Q9Y4Z2	0	1	1	1	1	1	1	0
O60240	0	1	1	1	1	0	0	0
Q9UNP4	0	1	1	1	1	0	0	0
Q9H6L2	0	0	1	0	1	1	1	0
Q9BUB7	0	1	1	1	1	1	1	0
Q07954	1	1	1	1	1	1	1	0
O95394	0	1	1	1	1	0	0	0
Q5TAQ9	1	1	1	1	1	0	0	0
Q5JTC6	1	0	1	1	1	1	1	0
Q68CP9	0	0	1	1	1	1	1	0
P41182	1	0	1	1	1	0	0	0
Q13191	1	0	1	1	1	1	1	0
Q93063	0	0	1	1	1	0	0	0
Q6UN15	0	0	1	1	1	0	0	0
Q96AE4	1	0	1	1	1	0	0	0
O95467	0	0	1	0	1	0	0	0
O75874	1	1	1	1	1	0	0	0
P23458	1	0	1	1	1	1	1	0
P06748	1	0	1	1	1	0	0	0
P54277	0	0	1	1	1	0	0	0
O75626	1	0	1	1	1	0	0	0
O75533	1	0	1	1	1	1	1	0
P21580	1	0	1	1	1	1	1	0
Q92956	1	0	1	1	1	1	1	0
Q01831	1	1	1	1	1	1	1	0
Q15696	0	0	1	1	1	1	1	0
Q5U5X0	0	1	1	1	1	1	1	0
P54819	1	0	1	1	1	1	1	0
O75208	1	0	1	1	1	1	1	0
Q5T1H1	0	1	1	1	1	0	0	0
Q9NYY8	0	1	1	1	1	0	0	0
Q12797	1	1	1	1	1	0	0	0
O43615	1	1	1	1	1	1	1	0
Q9H061	0	0	1	1	1	1	1	0
Q96PE7	1	1	1	1	1	1	1	0
O43678	1	0	1	1	1	1	1	0
Q9Y606	1	0	1	1	1	1	1	0
P54851	0	1	1	1	1	0	0	0
O60741	1	1	1	1	1	1	1	0
O60882	1	1	1	1	1	1	1	0
A9QM74	0	0	1	1	1	1	1	0
Q9HCP0	1	0	1	1	1	1	1	0
Q3SY84	0	1	1	1	1	1	1	0
Q9BW83	0	1	1	1	1	0	0	0
P52565	1	1	1	1	1	0	0	0
Q92620	0	0	1	1	1	1	1	0
P12034	0	1	1	1	1	1	1	0
P12004	1	1	1	1	1	0	0	0
O43172	1	1	1	1	1	1	1	0
P10523	0	1	1	1	1	1	1	0
B7U540	0	1	1	0	1	1	1	0
Q8IZC6	0	1	1	1	1	1	1	0
Q86WV6	1	1	1	1	1	1	1	0
Q9H040	1	1	1	1	1	0	0	0
P30279	1	1	1	1	1	1	1	0
Q6ZMH5	0	1	1	1	1	0	0	0
Q9NZV8	0	0	1	1	1	1	1	0
O75177	0	0	1	1	1	0	0	0
Q4AC94	0	1	1	1	1	0	0	0
Q8N100	0	1	1	1	1	1	1	0
Q9NYP7	0	1	1	1	1	0	0	0
P43897	0	1	1	1	1	0	0	0
Q9Y2Y6	0	1	1	1	1	1	1	0
Q9UBL9	0	1	1	1	1	0	0	0
P18428	0	0	1	1	1	1	1	0
Q8TC44	0	1	1	1	1	1	1	0
Q9HCJ5	0	0	0	1	1	1	1	0
Q8IYT3	0	0	0	1	1	1	1	0
Q14692	0	1	1	1	1	1	1	0
Q8N5M9	0	1	1	1	1	1	1	0
O94885	0	0	1	1	1	1	1	0
A0PJY2	0	1	1	1	1	0	0	0
Q9NQW6	1	1	1	1	1	1	1	0
Q9Y617	1	1	1	1	1	0	0	0
Q9H1K0	1	0	1	1	1	0	0	0
Q5T4S7	0	0	1	1	1	0	0	0
Q9NSE4	0	1	1	1	1	1	1	0
P21695	1	1	1	1	1	1	1	0
Q63ZY3	1	1	1	1	1	0	0	0
Q16719	1	1	1	1	1	0	0	0
Q6UW78	0	1	1	1	1	0	0	0
Q9UJA3	0	1	1	1	1	0	0	0
Q59H18	1	1	1	1	1	1	1	0
O43791	1	0	1	1	1	0	0	0
P32927	1	1	1	1	1	1	1	0
Q96JJ7	0	0	1	1	1	1	1	0
Q7RTU4	0	1	1	1	1	1	1	0
Q6NTF9	0	0	1	1	1	1	1	0
P61266	0	1	1	1	1	1	1	0
P05023	0	1	1	1	1	1	1	0
Q9UKJ3	0	0	1	1	1	0	0	0
Q5FBB7	1	1	1	1	1	0	0	0
P46976	1	1	1	1	1	0	0	0
Q8N427	0	1	1	1	1	0	0	0
Q5TD94	0	1	1	1	1	1	1	0
Q9H1X1	0	1	1	1	1	1	1	0
P35247	1	1	1	1	1	1	1	0
Q9HC84	0	1	1	1	1	1	1	0
Q8N2S1	0	1	1	1	1	0	0	0
P13611	0	1	1	1	1	1	1	0
Q86VQ0	0	1	1	1	1	0	0	0
P08183	1	1	1	1	1	1	1	0
Q15051	0	1	1	1	1	1	1	0
Q7Z3Z2	0	1	1	1	1	1	1	0
Q8N8E2	0	1	1	1	1	1	1	0
Q3B820	0	0	1	1	1	0	0	0
Q5JST6	1	1	1	1	1	1	1	0
Q96P66	0	1	1	1	1	1	1	0
O43680	0	0	1	1	1	0	0	0
O60243	0	1	1	1	1	1	1	0
P68366	0	1	1	1	1	0	1	0
Q9NS40	0	0	1	1	1	0	0	0
P49848	1	1	1	1	1	0	0	0
Q8WYQ3	0	0	1	1	1	1	1	0
P45379	1	0	1	1	1	0	0	0
Q969Q1	1	0	1	1	1	1	1	0
P18564	1	1	1	1	1	0	0	0
Q9BXS0	0	1	1	1	1	0	0	0
P27544	0	1	1	1	1	0	0	0
P06850	1	0	1	1	1	1	1	0
Q9H9D4	0	1	1	1	1	1	1	0
P21583	1	1	1	1	1	1	1	0
O60662	0	1	1	1	1	1	1	0
Q8NFW5	0	0	1	1	1	0	0	0
Q702N8	0	0	1	1	1	1	1	0
Q9H3S7	1	1	1	1	1	1	1	0
O94855	1	1	1	1	1	1	1	0
Q9HCS5	0	0	1	1	1	1	1	0
Q96A65	0	0	1	1	1	1	1	0
Q5T036	0	0	0	1	1	1	1	0
Q8N8R7	0	0	1	1	1	1	1	0
P57740	1	1	1	1	1	1	1	0
Q9ULG1	1	0	1	1	1	0	0	0
Q6P2C0	0	0	0	1	1	1	1	0
Q8NCN5	0	0	1	1	1	0	0	0
Q765P7	0	0	1	1	1	1	1	0
Q9BZG8	0	0	1	1	1	1	1	0
Q9Y3E5	1	0	1	1	1	0	0	0
P57678	0	0	0	1	1	1	1	0
Q9BV20	1	0	1	1	1	1	1	0
Q13112	0	0	1	1	1	1	1	0
P46527	1	1	1	1	1	1	1	0
Q9H2A9	0	1	1	1	1	0	0	0
A6NNB3	0	1	1	1	1	1	1	0
Q9Y3D7	0	0	1	1	1	1	1	0
